id,host_id,host_name,host_response_time,host_is_superhost,neighbourhood,latitude,longitude,room_type,price,security_deposit,cleaning_fee,number_of_reviews,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value
25447359,55782784,Kevin,within an hour,t,Chinatown,37.79035,-122.40821,Private room,$250.00 ,,,0,,,,,,,
25449566,55782784,Kevin,within an hour,t,Chinatown,37.79209,-122.40769,Private room,$300.00 ,,,0,,,,,,,
25449652,55782784,Kevin,within an hour,t,Chinatown,37.79051,-122.40744,Entire home/apt,$300.00 ,,,1,100,10,10,10,10,10,10
25459025,183402283,Mimi,within an hour,f,Ocean View,37.71301,-122.4607,Private room,$40.00 ,$0.00 ,$25.00 ,28,96,10,9,10,10,9,9
25459169,183402283,Mimi,within an hour,f,Ocean View,37.71298,-122.45903,Private room,$69.00 ,$0.00 ,$25.00 ,33,95,10,9,10,10,9,10
25480815,156365053,Sierra,within an hour,t,Russian Hill,37.80359,-122.42351,Entire home/apt,$150.00 ,$0.00 ,$180.00 ,2,90,9,10,10,10,9,10
25485559,156102468,Nanthana,within an hour,f,Outer Mission,37.72774,-122.43396,Private room,$69.00 ,$100.00 ,$30.00 ,13,82,9,9,9,9,8,8
25511111,236978,Tami,within an hour,t,Mission,37.7621,-122.4166,Entire home/apt,$335.00 ,$0.00 ,$90.00 ,66,98,10,10,10,10,10,9
25511306,4917431,Morgan,within a few hours,f,Castro/Upper Market,37.7601,-122.43777,Entire home/apt,$425.00 ,,$120.00 ,16,100,10,10,10,10,10,10
25518503,62826939,Jennifer,within an hour,t,Bayview,37.73787,-122.38836,Entire home/apt,$350.00 ,,$200.00 ,14,99,10,10,10,10,9,10
25522532,113405017,Russell,within an hour,t,Castro/Upper Market,37.75983,-122.43049,Entire home/apt,$700.00 ,$0.00 ,$175.00 ,4,95,10,9,10,10,10,10
25545349,147523325,Margaret,within a few hours,t,South of Market,37.78322,-122.39846,Shared room,$45.00 ,$150.00 ,$70.00 ,3,100,10,10,10,10,10,10
25547078,48005494,Zeus,within an hour,t,Nob Hill,37.79089,-122.42074,Entire home/apt,$172.00 ,$500.00 ,$240.00 ,1,100,10,10,10,10,8,8
25547138,48005494,Zeus,within an hour,t,Nob Hill,37.791,-122.42062,Entire home/apt,$172.00 ,$500.00 ,$240.00 ,0,,,,,,,
25547214,48005494,Zeus,within an hour,t,Nob Hill,37.79124,-122.42093,Entire home/apt,$172.00 ,$500.00 ,$240.00 ,2,100,10,10,10,10,8,10
25547330,48005494,Zeus,within an hour,t,Mission,37.75849,-122.4147,Entire home/apt,$189.00 ,$500.00 ,$240.00 ,0,,,,,,,
25547908,187334221,Jenny,within an hour,f,Outer Sunset,37.76331,-122.50451,Private room,$79.00 ,$0.00 ,$50.00 ,81,89,10,9,10,10,9,9
25553028,17935511,Amy,within a few hours,f,Castro/Upper Market,37.76726,-122.42966,Entire home/apt,$300.00 ,"$1,000.00 ",$0.00 ,1,100,10,10,10,10,10,8
25554933,1137986,Rebecca,within an hour,t,Nob Hill,37.79536,-122.41153,Private room,$80.00 ,,,1,100,10,8,10,10,10,10
25584677,4430421,Landmark,within a few hours,f,Mission,37.75508,-122.41046,Entire home/apt,$93.00 ,$0.00 ,$0.00 ,0,,,,,,,
25621756,10624702,Karim,within a few hours,t,South of Market,37.77879,-122.40268,Entire home/apt,$300.00 ,$800.00 ,$80.00 ,4,90,10,10,10,10,9,9
25631183,26683198,Carlos,within a few hours,t,Haight Ashbury,37.76147,-122.44778,Entire home/apt,$300.00 ,$500.00 ,$125.00 ,32,98,10,10,10,10,10,10
25634749,187334221,Jenny,within an hour,f,Outer Sunset,37.76356,-122.50509,Private room,$72.00 ,$0.00 ,$50.00 ,81,85,9,9,10,10,9,9
25679734,13268352,Aziz,within an hour,t,South of Market,37.77456,-122.39624,Private room,$170.00 ,,$50.00 ,54,97,10,10,10,10,10,10
25679846,6460979,Sarah,within an hour,f,Western Addition,37.78075,-122.43943,Private room,$249.00 ,$0.00 ,$75.00 ,56,94,9,10,10,10,10,9
25724703,37165726,Dan,within an hour,f,Castro/Upper Market,37.76637,-122.43192,Entire home/apt,$600.00 ,$500.00 ,$200.00 ,2,100,10,10,10,10,10,10
25725596,193477962,Thomas,N/A,f,Marina,37.79791,-122.42924,Entire home/apt,$450.00 ,,,0,,,,,,,
25728058,6169666,Andrew,within an hour,t,South of Market,37.77093,-122.40464,Private room,$163.00 ,$0.00 ,$69.00 ,75,97,10,10,10,10,10,10
25730240,4152894,Gena And Jon,within an hour,t,Castro/Upper Market,37.76035,-122.44061,Private room,$135.00 ,$150.00 ,$120.00 ,21,94,10,10,10,10,10,10
25741718,59611846,Diana,within a day,t,Parkside,37.74382,-122.48189,Shared room,$38.00 ,$0.00 ,$40.00 ,2,100,10,10,10,10,9,9
25749954,187334221,Jenny,within an hour,f,Outer Sunset,37.7629,-122.50421,Private room,$72.00 ,$0.00 ,$50.00 ,94,84,10,9,10,10,9,9
25774811,1682188,Nika,within a few hours,f,Nob Hill,37.79113,-122.41839,Shared room,$40.00 ,$0.00 ,$40.00 ,0,,,,,,,
25775179,1682188,Nika,within a few hours,f,Nob Hill,37.79128,-122.41967,Private room,$53.00 ,,,0,,,,,,,
25776536,629004,Rishi,within an hour,t,Marina,37.79835,-122.42545,Private room,$145.00 ,$0.00 ,$85.00 ,33,99,10,10,10,10,10,10
25779484,191612875,Robert,within an hour,f,Marina,37.79789,-122.4385,Private room,$86.00 ,,,30,94,10,8,10,10,10,9
25780281,40426550,Kagan,within an hour,f,Crocker Amazon,37.70919,-122.44957,Private room,$89.00 ,$350.00 ,$120.00 ,1,20,2,2,6,2,6,2
25785670,9354894,Ray,within an hour,f,South of Market,37.78862,-122.38892,Entire home/apt,$121.00 ,$500.00 ,$175.00 ,1,,,,,,,
25786409,5204048,Edoe,within an hour,t,Noe Valley,37.74339,-122.42674,Entire home/apt,$157.00 ,$0.00 ,$140.00 ,15,100,10,10,10,10,10,10
25787338,1682188,Nika,within a few hours,f,Nob Hill,37.78945,-122.41925,Private room,$60.00 ,,,0,,,,,,,
25787417,1682188,Nika,within a few hours,f,South of Market,37.77173,-122.41639,Shared room,$34.00 ,$0.00 ,$25.00 ,0,,,,,,,
25798231,13268352,Aziz,within an hour,t,South of Market,37.77443,-122.39559,Entire home/apt,$450.00 ,,$100.00 ,6,93,10,10,10,10,10,9
25801232,1257432,San Francisco Life,within an hour,t,Financial District,37.78951,-122.39854,Entire home/apt,$344.00 ,$500.00 ,$150.00 ,2,90,10,10,7,8,9,8
25801524,193888334,Jen,within an hour,t,Outer Sunset,37.74732,-122.49083,Entire home/apt,$199.00 ,$500.00 ,$110.00 ,41,97,10,10,10,10,10,9
25808640,46412254,Mehul,within an hour,f,Visitacion Valley,37.72014,-122.40266,Entire home/apt,$150.00 ,$150.00 ,$35.00 ,50,95,9,10,10,10,9,10
25812986,8119896,Patsy,within a few hours,t,Inner Richmond,37.7804,-122.4604,Entire home/apt,$399.00 ,"$2,000.00 ",$225.00 ,0,,,,,,,
25814449,1496221,Grant,within a day,f,Nob Hill,37.79121,-122.42011,Entire home/apt,$225.00 ,"$2,500.00 ",$50.00 ,0,,,,,,,
25815864,2164311,James,within an hour,t,Lakeshore,37.73228,-122.47466,Private room,$105.00 ,$0.00 ,$45.00 ,19,100,10,10,10,10,10,10
25840507,5805679,Laurence,within an hour,t,Downtown/Civic Center,37.78827,-122.41166,Entire home/apt,"$1,200.00 ",,,0,,,,,,,
25841531,48005494,Zeus,within an hour,t,Downtown/Civic Center,37.78939,-122.41464,Entire home/apt,$125.00 ,$500.00 ,$240.00 ,0,,,,,,,
25841769,48005494,Zeus,within an hour,t,Downtown/Civic Center,37.78862,-122.41503,Entire home/apt,$123.00 ,$500.00 ,$240.00 ,3,93,10,9,10,10,9,9
25842384,48005494,Zeus,within an hour,t,Western Addition,37.78951,-122.42858,Entire home/apt,$207.00 ,$500.00 ,$280.00 ,3,100,10,9,10,10,10,9
25842694,57068872,Echo,N/A,t,Visitacion Valley,37.71233,-122.39951,Entire home/apt,$101.00 ,,$50.00 ,16,95,10,10,10,9,9,9
25842862,48005494,Zeus,within an hour,t,Western Addition,37.78811,-122.42982,Entire home/apt,$207.00 ,$500.00 ,$280.00 ,1,100,10,10,10,10,10,8
25843260,48005494,Zeus,within an hour,t,Western Addition,37.78868,-122.43031,Entire home/apt,$283.00 ,$500.00 ,$370.00 ,0,,,,,,,
25843736,115436361,Jenny,within an hour,f,Potrero Hill,37.75486,-122.40013,Private room,$125.00 ,$0.00 ,$50.00 ,12,100,10,10,10,10,10,10
25845975,95965269,Michelle,N/A,f,Bernal Heights,37.73917,-122.41677,Entire home/apt,$350.00 ,$600.00 ,$160.00 ,5,96,10,10,10,10,10,10
25864368,1892430,Jan,within a few hours,f,Ocean View,37.72341,-122.45433,Entire home/apt,$127.00 ,,,1,100,10,10,10,8,10,10
25866933,20870285,San Remo,within a day,f,Russian Hill,37.80318,-122.41479,Private room,$139.00 ,$100.00 ,$0.00 ,13,91,9,9,9,10,10,9
25868874,48005494,Zeus,within an hour,t,Western Addition,37.78861,-122.42894,Entire home/apt,$233.00 ,$500.00 ,$330.00 ,1,80,8,10,10,10,10,8
25869229,48005494,Zeus,within an hour,t,Western Addition,37.78844,-122.43049,Entire home/apt,$267.00 ,$500.00 ,$370.00 ,1,100,10,10,10,8,10,8
25869380,277866,Katy,within a day,f,Bernal Heights,37.73838,-122.41266,Entire home/apt,$400.00 ,,$100.00 ,5,80,9,6,10,10,10,7
25869469,103884979,Ram's Hotel,within an hour,f,South of Market,37.77595,-122.41566,Private room,$119.00 ,$150.00 ,$25.00 ,0,,,,,,,
25869822,48005494,Zeus,within an hour,t,Western Addition,37.78824,-122.43039,Entire home/apt,$274.00 ,$500.00 ,$370.00 ,0,,,,,,,
25870802,6726221,Brad & Roberta,within an hour,t,West of Twin Peaks,37.74503,-122.45825,Entire home/apt,$99.00 ,$0.00 ,$50.00 ,31,99,10,10,10,10,10,10
25871246,4484087,Racquel,within a few hours,t,Inner Sunset,37.75729,-122.47611,Entire home/apt,$600.00 ,$500.00 ,$250.00 ,9,100,10,10,10,10,9,9
25889791,66802755,Keshav,within a few hours,f,South of Market,37.77325,-122.40998,Private room,$139.00 ,$200.00 ,$100.00 ,0,,,,,,,
25892426,14482816,Julie,within an hour,f,Outer Sunset,37.75573,-122.49121,Entire home/apt,$260.00 ,"$1,000.00 ",$250.00 ,2,100,10,10,10,10,10,9
25906963,2274526,Erika,within an hour,t,West of Twin Peaks,37.7249,-122.45707,Private room,$120.00 ,,,0,,,,,,,
25907508,31607663,Ximena,N/A,f,West of Twin Peaks,37.72451,-122.45835,Private room,$100.00 ,$100.00 ,$50.00 ,1,100,10,10,10,10,10,10
25912297,11883320,Kim,within a few hours,t,Inner Richmond,37.78115,-122.45544,Entire home/apt,$230.00 ,"$1,000.00 ",$150.00 ,1,100,10,10,10,10,10,10
25915813,359673,Marlita,within a few hours,t,Bernal Heights,37.74544,-122.41038,Private room,$110.00 ,$100.00 ,$15.00 ,48,100,10,10,10,10,10,10
25919871,194394010,Vicky,within an hour,t,Excelsior,37.7338,-122.40784,Entire home/apt,$125.00 ,$0.00 ,$35.00 ,77,98,10,10,10,10,9,10
25921225,629004,Rishi,within an hour,t,Pacific Heights,37.79681,-122.4246,Private room,$129.00 ,,$85.00 ,36,96,10,10,10,10,10,9
25921865,145867343,Ming,within an hour,f,Visitacion Valley,37.7216,-122.40301,Private room,$85.00 ,$100.00 ,$40.00 ,39,87,9,9,10,10,9,9
25944549,6460979,Sarah,within an hour,f,Western Addition,37.77905,-122.43992,Private room,$425.00 ,$0.00 ,$120.00 ,45,93,9,10,10,10,10,9
25945504,195017976,Dawna,a few days or more,f,Bayview,37.71965,-122.39319,Entire home/apt,$160.00 ,"$4,000.00 ",$200.00 ,1,100,10,10,10,8,8,10
25948779,48589875,Ut,N/A,t,Financial District,37.79098,-122.39738,Private room,$235.00 ,$250.00 ,$75.00 ,4,100,10,10,10,10,10,10
25950417,145405692,Helen,within an hour,t,Lakeshore,37.73403,-122.47329,Private room,$120.00 ,$100.00 ,$35.00 ,7,94,9,10,10,10,9,9
25975274,152980706,Jon & Abbey,within an hour,t,Western Addition,37.77869,-122.43721,Private room,$225.00 ,$0.00 ,$40.00 ,42,99,10,10,10,10,10,10
25976748,70722023,Michael,within an hour,t,Downtown/Civic Center,37.79013,-122.40803,Entire home/apt,$95.00 ,,$76.00 ,10,98,10,10,10,10,10,9
25979052,10678810,Jeri,within a day,t,Inner Richmond,37.77381,-122.47097,Private room,$155.00 ,,,32,98,10,9,10,10,10,10
25980835,1257432,San Francisco Life,within an hour,t,Haight Ashbury,37.76101,-122.44947,Entire home/apt,$179.00 ,$500.00 ,$150.00 ,0,,,,,,,
25982732,20177852,Randy,within a day,f,Outer Sunset,37.75352,-122.50583,Entire home/apt,$500.00 ,"$1,000.00 ",$100.00 ,0,,,,,,,
26003720,5805679,Laurence,within an hour,t,Downtown/Civic Center,37.78866,-122.4125,Entire home/apt,"$1,200.00 ",,,0,,,,,,,
26004362,3892509,Zoe,within an hour,t,Inner Sunset,37.76341,-122.46841,Entire home/apt,$300.00 ,$150.00 ,$150.00 ,16,96,10,10,10,10,9,9
26008354,38836,Bernat,within a few hours,f,Haight Ashbury,37.76444,-122.44572,Entire home/apt,$90.00 ,"$2,500.00 ",$88.00 ,4,95,9,10,10,10,10,9
26009784,103340667,Sheena,within a few hours,f,Chinatown,37.79212,-122.40821,Entire home/apt,$140.00 ,$0.00 ,$200.00 ,2,100,10,10,10,9,10,10
26012007,55782784,Kevin,within an hour,t,Financial District,37.78933,-122.40598,Entire home/apt,$250.00 ,,,2,90,10,9,10,10,10,9
26027570,107434423,Blueground,within a few hours,f,South of Market,37.77869,-122.41341,Entire home/apt,$143.00 ,,$300.00 ,1,100,10,10,10,8,8,8
26029679,107434423,Blueground,within a few hours,f,Downtown/Civic Center,37.78987,-122.41085,Entire home/apt,$197.00 ,,$148.00 ,1,100,10,10,10,10,10,8
26032403,48005494,Zeus,within an hour,t,Western Addition,37.78354,-122.44386,Entire home/apt,$191.00 ,$500.00 ,$330.00 ,0,,,,,,,
26033791,5929484,Wisam,within a few hours,f,Noe Valley,37.75435,-122.43718,Entire home/apt,$230.00 ,"$2,000.00 ",$500.00 ,3,100,9,10,10,9,10,9
26035565,38836,Bernat,within a few hours,f,Haight Ashbury,37.76444,-122.44713,Entire home/apt,$111.00 ,"$2,500.00 ",$99.00 ,1,80,10,10,10,10,10,8
26040040,15259486,Uli,within a few hours,f,Inner Richmond,37.78269,-122.4687,Entire home/apt,$90.00 ,$0.00 ,$120.00 ,1,100,10,10,10,10,10,10
26043158,195734431,Maria,within an hour,t,Inner Sunset,37.76531,-122.4624,Entire home/apt,$149.00 ,$500.00 ,$125.00 ,44,98,10,10,10,10,10,9
26053810,55782784,Kevin,within an hour,t,Downtown/Civic Center,37.78975,-122.4074,Private room,$300.00 ,,,0,,,,,,,
26053823,55782784,Kevin,within an hour,t,Financial District,37.79016,-122.4059,Entire home/apt,$250.00 ,,,5,92,10,9,10,10,10,9
26053833,55782784,Kevin,within an hour,t,Chinatown,37.79132,-122.40436,Private room,$250.00 ,,,1,100,10,10,10,10,10,10
26053840,55782784,Kevin,within an hour,t,Financial District,37.7896,-122.40631,Entire home/apt,$250.00 ,,,0,,,,,,,
26053850,55782784,Kevin,within an hour,t,Financial District,37.78975,-122.40648,Entire home/apt,$250.00 ,,,2,100,9,10,9,10,10,9
26055863,154399683,Azul,within an hour,t,Potrero Hill,37.75817,-122.39252,Private room,$151.00 ,$0.00 ,$75.00 ,3,100,10,10,10,10,10,10
26058962,195837612,Keri,N/A,f,Downtown/Civic Center,37.78856,-122.41158,Entire home/apt,$422.00 ,,,0,,,,,,,
26066245,55782784,Kevin,within an hour,t,Financial District,37.7899,-122.40685,Entire home/apt,$250.00 ,,,1,100,10,8,8,10,10,10
26076914,15396617,Paul,within a few hours,t,Inner Richmond,37.78214,-122.47246,Entire home/apt,$390.00 ,$300.00 ,$140.00 ,0,,,,,,,
26084343,4026717,John,within an hour,t,Castro/Upper Market,37.76148,-122.43061,Private room,$100.00 ,$200.00 ,$25.00 ,55,99,10,10,10,10,10,9
26084506,1857594,William,within a few hours,t,Excelsior,37.72875,-122.4175,Entire home/apt,$95.00 ,$0.00 ,$50.00 ,4,95,10,10,10,10,9,9
26095551,196142120,Aaron,within an hour,t,Twin Peaks,37.74767,-122.44798,Entire home/apt,$300.00 ,$300.00 ,$100.00 ,22,98,10,10,10,10,9,9
26099225,55550031,Molly,within a few hours,t,Outer Sunset,37.75832,-122.49893,Entire home/apt,$135.00 ,$500.00 ,$89.00 ,8,88,10,10,10,10,10,8
26102582,11883320,Kim,within a few hours,t,Inner Richmond,37.77994,-122.4535,Private room,$120.00 ,$0.00 ,$80.00 ,0,,,,,,,
26104283,48005494,Zeus,within an hour,t,Western Addition,37.78866,-122.43073,Entire home/apt,$283.00 ,$500.00 ,$370.00 ,1,100,10,10,10,10,10,6
26104292,48005494,Zeus,within an hour,t,Western Addition,37.78866,-122.42999,Entire home/apt,$233.00 ,$500.00 ,$330.00 ,0,,,,,,,
26104315,48005494,Zeus,within an hour,t,Western Addition,37.78863,-122.43001,Entire home/apt,$233.00 ,$500.00 ,$330.00 ,1,80,8,8,10,6,8,6
26104325,48005494,Zeus,within an hour,t,Western Addition,37.78873,-122.4306,Entire home/apt,$267.00 ,$500.00 ,$370.00 ,0,,,,,,,
26104339,48005494,Zeus,within an hour,t,Western Addition,37.789,-122.42911,Entire home/apt,$270.00 ,$500.00 ,$370.00 ,0,,,,,,,
26104357,48005494,Zeus,within an hour,t,Western Addition,37.78901,-122.43038,Entire home/apt,$400.00 ,$500.00 ,$510.00 ,0,,,,,,,
26104515,1798163,Alexis,within an hour,f,Western Addition,37.77696,-122.4447,Entire home/apt,$110.00 ,,,0,,,,,,,
26105960,77668947,Mina,within a few hours,f,Mission,37.75719,-122.42541,Entire home/apt,$115.00 ,"$2,400.00 ",$75.00 ,0,,,,,,,
26107966,1816803,Craig,within a few hours,f,Mission,37.7586,-122.4163,Entire home/apt,$450.00 ,$300.00 ,$140.00 ,9,100,10,10,10,10,10,10
26111196,8077748,Adrian,within an hour,t,Bernal Heights,37.74455,-122.41078,Private room,$52.00 ,$0.00 ,$40.00 ,15,100,10,10,10,10,10,9
26134568,72513175,Deshawn,a few days or more,f,South of Market,37.77257,-122.40306,Private room,$90.00 ,$0.00 ,$50.00 ,1,100,10,10,10,10,10,10
26134644,24157036,Angela,within a few hours,f,Russian Hill,37.80155,-122.41836,Entire home/apt,$505.00 ,$0.00 ,$500.00 ,0,,,,,,,
26136044,11883320,Kim,within a few hours,t,Inner Richmond,37.77981,-122.4554,Private room,$110.00 ,$0.00 ,$80.00 ,1,100,10,10,10,10,10,10
26160095,4430421,Landmark,within a few hours,f,Downtown/Civic Center,37.78567,-122.41474,Entire home/apt,$82.00 ,$0.00 ,$95.00 ,0,,,,,,,
26162589,26899691,Bryce,within an hour,t,South of Market,37.77836,-122.4076,Private room,$200.00 ,,$45.00 ,58,99,10,10,10,10,10,10
26169782,134203539,JacquelineL,within an hour,f,Ocean View,37.70838,-122.46158,Private room,$65.00 ,$100.00 ,$40.00 ,46,92,10,9,10,10,9,9
26171533,175969733,Sat,within an hour,t,Crocker Amazon,37.71135,-122.44298,Entire home/apt,$200.00 ,$200.00 ,$80.00 ,9,96,10,10,10,10,10,10
26188115,11084962,Matt,within a day,f,Marina,37.79709,-122.43049,Private room,$125.00 ,,,0,,,,,,,
26194001,36650647,Ibtisam,within an hour,f,Bernal Heights,37.73536,-122.4225,Entire home/apt,$100.00 ,,$35.00 ,16,75,8,7,8,9,9,8
26197894,8336687,Emily,within a day,f,Inner Sunset,37.75443,-122.46029,Private room,$50.00 ,,,1,100,10,10,10,10,10,10
26199582,4874205,Faina,within an hour,t,Outer Mission,37.71623,-122.44973,Private room,$150.00 ,,$40.00 ,10,100,10,10,10,10,9,9
26200076,37842000,Sophia,within an hour,t,Western Addition,37.78638,-122.43977,Private room,$199.00 ,$500.00 ,$75.00 ,9,98,10,10,9,9,10,10
26202021,8567391,Christopher,within a day,t,Russian Hill,37.80541,-122.42306,Entire home/apt,$225.00 ,,,9,100,10,10,10,10,10,9
26221884,629004,Rishi,within an hour,t,Pacific Heights,37.79689,-122.42419,Entire home/apt,$700.00 ,"$2,000.00 ",$200.00 ,1,100,8,10,10,10,10,10
26252036,107434423,Blueground,within a few hours,f,Downtown/Civic Center,37.78984,-122.41115,Entire home/apt,$266.00 ,,$148.00 ,0,,,,,,,
26252354,107434423,Blueground,within a few hours,f,Nob Hill,37.7912,-122.40965,Entire home/apt,$215.00 ,,$125.00 ,0,,,,,,,
26257133,103340667,Sheena,within a few hours,f,Chinatown,37.79094,-122.40818,Entire home/apt,$120.00 ,$0.00 ,$150.00 ,2,90,9,10,10,10,10,10
26259702,183605554,Annette,within an hour,t,Lakeshore,37.73107,-122.47468,Entire home/apt,$140.00 ,$100.00 ,$60.00 ,40,100,10,10,10,10,10,10
26261610,189949162,Joey,within an hour,t,Outer Sunset,37.74873,-122.50563,Private room,$68.00 ,,,64,97,10,10,10,10,10,9
26270938,8077748,Adrian,within an hour,t,Bernal Heights,37.74312,-122.41106,Private room,$200.00 ,,$40.00 ,11,98,10,10,10,10,10,10
26274652,197518156,Daniel,within an hour,f,Marina,37.8012,-122.44152,Entire home/apt,$360.00 ,$0.00 ,$125.00 ,4,100,10,10,10,10,10,10
26276374,70722023,Michael,within an hour,t,Downtown/Civic Center,37.79006,-122.40743,Entire home/apt,$130.00 ,,$76.00 ,7,94,10,10,10,10,10,10
26277460,197349922,Kim,within an hour,t,Excelsior,37.72274,-122.42815,Entire home/apt,$200.00 ,,,47,100,10,10,10,10,9,10
26278417,224246,Guadalupe,within an hour,f,Outer Richmond,37.78399,-122.48555,Private room,$125.00 ,$100.00 ,$50.00 ,15,93,10,9,9,10,9,9
26278521,197555079,Peter And Connie,within an hour,t,Parkside,37.7383,-122.49526,Entire home/apt,$314.00 ,$250.00 ,$90.00 ,68,100,10,10,10,10,9,10
26280318,197574853,Kati,within an hour,f,Ocean View,37.7199,-122.46548,Private room,$70.00 ,$0.00 ,$25.00 ,23,91,9,10,10,10,9,9
26281528,27037,Matt,within a few hours,f,Mission,37.75361,-122.41032,Entire home/apt,$275.00 ,$500.00 ,$100.00 ,3,100,10,9,10,10,10,10
26282443,81597039,Marie,within a day,f,Lakeshore,37.73267,-122.47668,Entire home/apt,$160.00 ,$0.00 ,$100.00 ,2,100,10,10,10,10,10,10
26302673,59611846,Diana,within a day,t,Parkside,37.74557,-122.48101,Shared room,$36.00 ,$0.00 ,$30.00 ,2,90,10,10,10,10,10,9
26303324,197776414,Su,within an hour,t,Excelsior,37.71853,-122.42912,Entire home/apt,$200.00 ,$300.00 ,$80.00 ,69,97,10,10,10,10,9,9
26305824,29766959,David,within an hour,t,South of Market,37.77173,-122.40324,Entire home/apt,$166.00 ,$0.00 ,$80.00 ,37,99,10,10,10,10,10,10
26307822,401712,Emily,within a few hours,f,Inner Richmond,37.78602,-122.46352,Entire home/apt,$250.00 ,$300.00 ,$150.00 ,1,100,10,10,10,10,10,10
26322467,131200418,Lois,within a few hours,f,Parkside,37.74417,-122.47415,Private room,$70.00 ,$300.00 ,$50.00 ,2,100,10,10,10,10,10,10
26323995,18474672,Farzad,within an hour,t,Twin Peaks,37.7479,-122.44537,Private room,$149.00 ,$600.00 ,$100.00 ,33,99,10,10,10,10,10,10
26328350,174981520,Earl,within an hour,f,Inner Richmond,37.77631,-122.46824,Private room,$99.00 ,$300.00 ,$40.00 ,36,95,10,10,10,10,10,9
26329118,174981520,Earl,within an hour,f,Inner Richmond,37.7762,-122.46866,Private room,$89.00 ,$300.00 ,$40.00 ,47,95,10,10,10,10,10,9
26334409,141944806,Bed|N|Build #6,N/A,f,Nob Hill,37.79177,-122.41924,Shared room,$200.00 ,$500.00 ,$100.00 ,0,,,,,,,
26335280,141944806,Bed|N|Build #6,N/A,f,Nob Hill,37.79328,-122.41924,Private room,$200.00 ,$500.00 ,$100.00 ,0,,,,,,,
26335286,141944806,Bed|N|Build #6,N/A,f,Nob Hill,37.79158,-122.41922,Private room,$200.00 ,$500.00 ,$100.00 ,0,,,,,,,
26336274,47514427,Jeff,within an hour,t,Downtown/Civic Center,37.77956,-122.42321,Private room,$140.00 ,$0.00 ,$29.00 ,9,96,9,10,10,10,10,9
26339019,25415187,Priyen,N/A,f,South of Market,37.77731,-122.40599,Entire home/apt,$194.00 ,$0.00 ,$75.00 ,3,80,9,9,10,9,8,9
26339979,3231054,Emmie,within an hour,t,Outer Sunset,37.75594,-122.50736,Entire home/apt,$175.00 ,$300.00 ,$85.00 ,56,98,10,10,10,10,10,10
26367063,24203403,Alexis,within a day,f,Castro/Upper Market,37.76701,-122.43769,Entire home/apt,$365.00 ,$300.00 ,$150.00 ,3,100,10,9,10,10,10,9
26385989,1120983,Heather,within an hour,t,Parkside,37.74558,-122.49904,Entire home/apt,$150.00 ,$0.00 ,$50.00 ,45,96,10,10,10,10,10,9
26389090,5791618,J,within a few hours,f,South of Market,37.77859,-122.40286,Entire home/apt,$150.00 ,"$1,000.00 ",$150.00 ,2,100,9,9,10,10,8,7
26392041,48005494,Zeus,within an hour,t,Mission,37.75706,-122.41095,Entire home/apt,$270.00 ,$500.00 ,$370.00 ,0,,,,,,,
26396972,1792651,Bernard,within an hour,t,Mission,37.75579,-122.41438,Entire home/apt,$350.00 ,$500.00 ,$100.00 ,22,98,10,10,10,10,10,9
26401532,37721601,Ryan,within a few hours,t,South of Market,37.77824,-122.40634,Entire home/apt,$110.00 ,$300.00 ,$100.00 ,1,100,10,10,10,10,10,10
26415089,113405017,Russell,within an hour,t,Castro/Upper Market,37.76065,-122.42906,Entire home/apt,$900.00 ,$0.00 ,$75.00 ,11,91,10,9,9,9,10,9
26417350,62034618,Ting Ting,within an hour,f,Outer Sunset,37.76507,-122.47879,Private room,$65.00 ,$400.00 ,$55.00 ,3,100,10,9,10,10,10,9
26418067,157584016,Robert,within an hour,t,Castro/Upper Market,37.7581,-122.43452,Entire home/apt,$135.00 ,$500.00 ,$150.00 ,3,100,10,9,10,10,10,9
26420602,48729832,Rich,within an hour,t,Outer Mission,37.72384,-122.43988,Private room,$90.00 ,,$20.00 ,2,100,10,10,10,10,10,10
26424013,2121006,Michael,within a day,f,Western Addition,37.77389,-122.43095,Entire home/apt,$115.00 ,$500.00 ,$100.00 ,0,,,,,,,
26429151,136470616,Jessica,within an hour,f,Nob Hill,37.79147,-122.41121,Private room,$129.00 ,,$30.00 ,62,93,10,10,10,10,10,9
26429308,136470616,Jessica,within an hour,f,Nob Hill,37.79094,-122.41104,Private room,$129.00 ,,$30.00 ,44,92,9,9,10,9,10,9
26429503,519598,Robert,within an hour,t,Outer Richmond,37.78108,-122.49094,Private room,$64.00 ,$250.00 ,$50.00 ,0,,,,,,,
26429616,136470616,Jessica,within an hour,f,Nob Hill,37.79101,-122.41099,Private room,$185.00 ,,$30.00 ,53,95,10,10,10,10,10,9
26429722,136470616,Jessica,within an hour,f,Nob Hill,37.79141,-122.4112,Private room,$129.00 ,,$30.00 ,51,95,10,10,10,10,10,9
26437752,3843940,Jacob,within an hour,f,Financial District,37.79772,-122.3988,Entire home/apt,$200.00 ,$0.00 ,$160.00 ,3,80,10,7,9,9,10,9
26440904,28028214,Jessica,within a few hours,f,Pacific Heights,37.79173,-122.44627,Entire home/apt,$358.00 ,$800.00 ,$120.00 ,0,,,,,,,
